Name,Elevation (m),lat,lon
Berger Kogel,2656,46.9945349,12.3821849
Blindis,3000,46.9689584,12.3313295
Bläß,2225,46.989637,12.3987591
Daberspitze,3402,47.0163093,12.2068612
Finsterkarspitze,3029,46.9737813,12.3046836
Gamsköpfl,2720,46.974785,12.2476473
Gasser Hörndle,2612,46.9360348,12.3679536
Glockhaus,3103,47.0138751,12.1637144
Gosachkofel,2536,46.9569914,12.3898066
Graue Wand,2816,46.977149,12.2625943
Gritzer Hörndle,2631,46.9408892,12.3879887
Gritzer Riegel,2736,46.9464436,12.4041288
Hainzenspitze,2930,46.9694164,12.2937772
Happ,2210,46.9334522,12.3473633
Hoher Gang,2506,46.9516378,12.4064846
Hutner,2885,46.9365727,12.247219
Hörnle,2744,46.9919938,12.1601748
Hüttenkopf,2204,46.9686273,12.1893877
Jagdhausspitze,3165,47.0095326,12.1631277
Kauschkahorn,2903,46.9430379,12.2839277
Kesselpater,2985,46.9710348,12.303216
Kleinbachkopf,2844,46.9832831,12.2969087
Kleinschober,2806,46.9996561,12.2709634
Kriselachspitze,2848,46.9884706,12.3187118
Muhskopf,2651,46.9939464,12.3528625
Ogasilspitze,3032,47.0231428,12.2764811
Panargenspitze,3117,46.9764121,12.2214165
Pizleshorn,2942,46.9668603,12.3396199
Quirl,3251,47.0332367,12.2686377
Rasenegg,2784,46.9981991,12.2681419
Reichenberger Spitze,3030,46.9855337,12.2598262
Rotenmannkopf,3127,47.0079712,12.2045061
Rotenmannspitze,3077,46.9831945,12.2018186
Roßleitenhöhe,2650,46.965308,12.3721434
Salzkopf,2348,46.9579069,12.182096
Sandbichl,2921,46.970906,12.2174635
Scheibe (Gritzer Bockshorn),2765,46.9478014,12.3779701
Schinagl,2875,47.0209797,12.2596012
Schober,2882,46.9803845,12.3728613
Seiche,2795,46.9858295,12.3768407
Staberegg,2668,46.9760988,12.3768313
Stampfleskopf,3071,46.9749397,12.3212098
Steingrubenhöhe,2895,46.9532922,12.3584468
Steingrubenkopf,3231,47.0316561,12.2564223
Säule,2850,46.9735622,12.3664462
Toinigspitze,2666,46.9965783,12.3220087
Totenkarspitze,3133,46.9804985,12.2042779
Tredeberspitze,3134,47.0167102,12.2148605
Tögischer Bockshorn,2819,46.9570567,12.3572653
Törlspitze,3052,46.9951902,12.2001753
Weitstrahl,2734,46.9347277,12.2684417
Weißer Klapf,2702,46.9860178,12.2726585
Winkelspitze,3156,46.9441268,12.1625793
Wohl,2772,46.9469827,12.3907167
Zunagl,2285,47.0193634,12.2438374
Bretterspitze,3001,47.0368275,12.4680423
Galtenkogel,2986,47.0426938,12.4428182
Hintereggkogel,2638,47.0291283,12.495129
Hohes Fenster,2567,47.0471664,12.4761575
Kuhhaut,3190,47.0470628,12.4080934
Mittereggspitze,3044,47.0400316,12.4508188
Nördliche Göriacher Röte,3011,47.0415728,12.4635637
Pegömlspitze,2726,47.0311781,12.4650884
Planlißbichl,2160,47.0213287,12.4976828
Schaufelspitze,2631,47.0332458,12.4275912
Stotzkopf,2669,47.0356192,12.4332637
Unknown,3047,47.0481671,12.4261103
Südliche Göriacher Röte,3020,47.0391763,12.4665808
Wunspitze,3217,47.0433621,12.4024297
Zinizachspitze,2754,47.0322178,12.449063
Gastacherwände,3074,47.0659979,12.369482
Hinterer Sajatkopf,3092,47.0432722,12.3618745
Kapunitzköpfl,2816,47.0762017,12.3524964
Knappenspitze,2888,47.0439401,12.3506717
Mullwitzaderl,3244,47.0906295,12.3675995
Mullwitzköpfl,2960,47.0802969,12.3590262
Niklaskogel,2791,47.0586944,12.3194506
Stein am Ferner,3246,47.0854807,12.3901791
Wunwand,3061,47.040446,12.3972026
Essener Eck,3006,47.0438387,12.2405439
Hinterer Santen,2705,47.1326219,12.3688935
Innerer Kesselkopf,2897,47.12484,12.3906326
Mittlere Malhamspitz,3364,47.0472268,12.2584779
Mülleter Bichl,2514,47.1370081,12.3903301
Pillewizer,3000,47.1316847,12.3391462
Plattiger Habach,3207,47.1402333,12.3717927
Reggentörlturm,3176,47.054864,12.2585438
Umbalköpfl,3426,47.0706035,12.2483421
Piz San Jon Dadaint,3092,46.7536744,10.3408454
Arrezkopf,2845,47.0263561,10.4957732
Lawenskopf,2877,47.0351987,10.5045521
Scheid,2429,47.0323378,10.5293556
Unterer Sattelkopf,2091,47.0561853,10.5835008
Bergliskopf,2595,47.0376978,10.4343094
Blankakopf,2892,47.053439,10.5176674
Blautalkopf,2834,47.0017797,10.4811365
Blauwand,2816,46.9930592,10.4585267
Fließer Berg,2520,46.9913368,10.416199
Frudigerkopf,2709,46.9873271,10.4600091
Frudigerkopf,2822,47.0014773,10.4541663
Föhrnegg,2250,46.9991458,10.495421
Gamsbergkopf,2821,47.0877752,10.5300496
Gamsbergspitze,2839,47.0761802,10.5288812
Gamspleiskopf,2791,46.9974789,10.4817565
Geierskopf,2580,47.0093096,10.5220748
Glockspitze,2846,47.0550104,10.521788
Gmaierkopf,2914,47.0121658,10.4536687
Gseßschneid,2663,47.008495,10.4840022
Hinterer Heuberg,2578,47.0126541,10.5443509
Hinteres Kreuzjoch,2853,47.0155848,10.4240946
Hoher Kopf,2440,46.9918525,10.4991238
Kübelgrubenkopf,2870,47.0580445,10.5291486
Malfrag,2363,46.9892836,10.40809
Martinskopf,2736,47.010831,10.4370317
Medrig,2568,47.05934,10.500335
Minderskopf,2780,47.0065565,10.4770744
Plattkopf,2893,47.0296687,10.4696414
Praiskopf,2371,46.9914651,10.5071
Riefenjoch,2447,47.0203835,10.5360716
Schafberg,2560,47.0075071,10.5028087
Schwarzer Kopf,2664,47.021684,10.432648
Stielegg,2670,47.0438968,10.4707602
Stielkopf,2889,47.0358027,10.4689922
Unterer Malfragkopf,2654,46.9957768,10.4077505
Vorderer Heuberg,2353,47.0087441,10.5615835
Vorderes Kreuzjoch,2845,47.0311966,10.4222154
Glattchamm,2084,47.145895,9.2203056
Frommes,2219,47.0840243,10.6178695
Matekopf,2248,47.0878509,10.6238144
Schafkarlen,2536,47.07763,12.0742225
Seekarkopf,2916,47.09261,12.1254374
Seewlaser Schneid,2854,47.0898757,12.1289759
Hohe Warte,3097,47.0760716,12.0354778
Rainbachköpfl,2690,47.116789,12.1039556
Sonntaglahnerkopf,2314,47.1174832,12.0919334
Stutennock,2738,46.9613413,12.1004963
Brunnaleitnspitz,2802,46.9557687,12.1164394
Knuttennock,2734,46.9731367,12.106129
Saßenegg,2950,46.9645118,12.1205056
Napfe,2507,46.9756326,12.1199262
Böderköpfe,2415,47.0324019,10.5356161
Grübelekopf,2894,47.0005251,10.3893181
Hahntennenberg,2255,46.9762584,10.5040487
Hochegg,2453,47.0412729,10.4251372
In der Keil,2679,46.977625,10.4592549
Karlespitze,2858,47.0182011,10.3925894
Lahngangkopf,2471,47.0465622,10.3951925
Mittagkopf,2249,47.0520377,10.3951051
Muttlerkopf,2718,47.0346088,10.3919845
Ochsebenekopf,2888,47.0101434,10.3892312
Rotspitze,2678,46.973551,10.4648782
Schafpleiskopf,2707,47.0299474,10.3908313
Zonpleiskopf,2438,47.0446393,10.4154334
Vorderer Tajakopf,2450,47.3639905,10.9473886
Rotkogel,2894,46.9406285,11.0574797
Wilde Rötespitze,2966,46.9379042,11.0656407
Wannenkogel,3089,46.9362069,11.0845416
Hagelkögele,2697,46.9485363,11.0915122
Schraakogel,3137,46.9305834,11.1041313
Gaiskogel,3128,46.9551869,11.1289633
Triebenkarkopf,2691,46.9497329,11.1328709
Scheiblehnwand,3185,46.9505088,11.1517779
Vorderer Kitzkamp,2868,46.9354906,11.1208275
Hinterer Kitzkamp,2987,46.9338834,11.1292068
Steinmandl,3145,46.8169849,10.9204141
Einzeiger,2961,46.9502445,10.9312837
Vorderer Einzeiger,2985,46.9582726,10.934524
Gigijoch,2520,46.9728081,10.9635678
Kreuzkogel,2658,46.9905917,10.9843652
Legerkogel,2844,46.9919566,10.9333025
Schmalzkopf,2526,47.0644111,10.9043057
Kleines Jöchl - Col Piccolo,2272,46.9424467,11.9788469
Kleine Gehrenspitze,2096,47.499902,10.657505
Piz da Ciastel - Schlosskofel,2204,46.6080407,11.677533
Mazorakopf,2452,47.0485148,9.5569179
Leiterkogel,2988,47.170419,12.3417619
Großer Finagl,2730,47.2071551,12.3119232
Resciesa Dedite - Innerraschötz - Rasciesa di Dentro,2317,46.6141068,11.6953065
Flimkanzel - Pulpito di Flim,3113,46.5304819,10.8158064
Soyspitz - Cima di Soi,3030,46.5122011,10.7980584
Laite va Piz,2304,46.6164075,11.7163635
Ёur de Bredles,2158,46.6083699,11.7205165
Ankenkopf,2700,47.1812815,12.087998
Auf der Röte,2691,47.1536121,12.003637
Drei Könige,2620,47.0824278,11.8724733
Gamsbeil,2169,47.3145027,12.2533769
Geige,2084,47.3075753,12.2522989
Geißkopf,2320,47.184641,12.042415
Grünkarlegg,2454,47.1054644,11.9821977
Hanger,2472,47.197053,12.08494
Herzogkogel,2292,47.3226148,12.1170368
Kleiner Kolm,2223,47.1723577,11.9469832
Kuglater Hauer,2610,47.1737051,12.0441101
Maderegglspitze,3050,47.0915376,11.9576309
Nofertenschneid,2434,47.1059491,11.925336
Pfannkogel,2310,47.2017515,12.0872457
Plattkopf,2594,47.1329606,12.0639935
Rotkopf,2819,47.1431804,12.0298822
Schlafbichel,2146,47.1891862,12.0761904
Schneekarkopf,2842,47.1412475,12.0355658
Schwarzer Kopf,2778,47.1622677,12.0528741
Schönbichl,2049,47.2154154,12.0861913
Sendlspitze,2882,47.1717803,12.0863269
Sonnenjoch,2287,47.3216199,12.0228139
Steinkarkopf,2740,47.1563091,12.0552003
Wechselspitze,2637,47.179575,12.0399439
Weißkarkopf,2850,47.1746744,12.0872494
Westerachkopf,2096,47.3191202,12.2562702
Hennsteigenkamp,2606,47.0400211,11.7948828
II. Hornspitze - Corno di Ghega,3199,47.0016924,11.8450917
III. Hornspitze (Berliner Spitze),3254,47.0025102,11.8449207
Kleiner Mörchner,3198,47.0374449,11.8567112
Schönbichl,2263,47.0236775,11.7848801
Steinmandl,2634,47.0120914,11.8113983
Vordere Hornspitze - Monte Corno,3148,46.9930062,11.8361981
Col de Coltöres,2300,46.6425354,11.8192286
Plattenkopf,2899,47.0473383,11.8286296
Ringspitz,2625,46.6482018,11.7942813
Weißlahnspitz - Cima Lavina Bianca,2494,46.6525393,11.7607691
Goinger Turm,2204,47.5607595,12.3278939
Nördliche Törlspitze,2190,47.5614336,12.3273143
Kreuztörlturm,2170,47.5576466,12.3330586
Ruchi,3107,46.8649781,9.0451995
Unknown,3030,46.8511822,10.11345
Scheibenspitz - Cima del Bersaglio,2412,46.6964615,11.2532433
Hinterer Verdinser Plattenspitz - Verdins Posteriore,2660,46.7040192,11.2750615
Graswandspitz - La Croda Grande,2519,46.6947852,11.2551601
Plattinger - Punta delle Laste,2615,46.6984952,11.2783058
Kleiner Mittager,2305,46.6848904,11.2945295
Hahnenkamm,3209,47.1418139,12.1044591
Hasenkarkopf,2546,47.0929015,11.9710995
Kleiner Magner,2589,47.1120493,12.056256
Weißkareggl,2137,47.0849501,11.9291075
Roßkopf,2622,47.058462,12.0194431
Hochsteinflache,2769,47.1588707,11.9978255
Hollenzkofel - Cima di Landro,2785,47.0485962,12.0032448
Napfe,2734,47.0508214,12.0311746
Stange,2714,47.167238,12.0486178
Hahn,2453,47.1082673,12.0272364
Hollenzkopf,3194,47.0470749,11.9856381
Nördlicher Schwarzkopf,3079,47.1245819,12.1137459
Pfannstielkopf,2528,47.1657701,12.0172283
Hennsteigenkamm,2417,47.0983284,11.9339092
Höhenbergkarkopf,2791,47.1513672,12.0204294
Zillerkopf,2995,47.1484579,12.0593297
Unknown,2963,47.1437514,12.0738524
Sichelkopf,2982,47.1672536,12.0917603
Speikkofel - Mitterjoch / Giogo del Cornetto,2591,47.0473429,12.0214457
Bretterkopf,2251,47.0764513,11.7908823
Hochsteller,3098,46.9968713,11.7113815
Kleiner Greiner,2959,47.0246865,11.7412005
Kälberlahnerspitze,2928,47.0029266,11.7051803
Spitzeggkopf,2808,47.0332684,11.7344416
Furtschaglkopf,2603,47.0060856,11.7474506
Trenker,2399,47.0716722,11.7933484
Kuchelmooskopf,3214,47.1392661,12.0973184
Kirchl,2838,47.0397409,11.8130136
Nördliche Kellerspitze,2596,47.0656428,11.7953533
Ochsner,3107,47.0439939,11.8152879
Petersköpfl,2679,47.0698934,11.7097195
Zamser Egg,2467,47.0195925,11.6966895
Breitegg,2321,47.0338725,11.7519037
Greinermauer,2883,47.0290647,11.7356867
Kleiner Hochsteller,2860,47.0109123,11.7011779
Kleiner Ingent,2840,47.0587443,11.779862
Lappenkopf,2714,47.0714231,11.8271311
Gefrorene-Wand-Spitzen,3288,47.0649453,11.6788876
Großer Greiner,3201,47.0199519,11.7536756
Haupenhöhe,3041,46.9932502,11.7113913
Schramerkopf,2764,47.0358754,11.6727632
Spiegelkopf,2102,47.051952,11.7362053
Zwiselkopf,2584,47.041698,11.7361402
Staffkogel,2115,47.3813527,12.4980639
Saalkogel,2006,47.3779048,12.4825933
Gaulspitze,2412,47.0838863,11.8195507
Lappin,2562,47.0803845,11.8229457
Kitzstein,2032,47.3420432,12.4775151
Kuhkaser,2054,47.3371475,12.4470498
Mittagskogel,2040,47.3551027,12.4771486
Rescheskogel,2182,47.3263501,12.4783735
Schellenberg,2048,47.3285978,12.4417479
Sintersbachhöhe,2028,47.3272293,12.4472038
Schöntagweidkogel,2014,47.3326673,12.4385639
Teufelssprung,2174,47.3562228,12.4694336
Fischbühel,2191,46.7288926,11.1039188
Hintergraslturm,3270,46.8571427,10.8124977
Vordere Guslarspitze,3118,46.8394782,10.8265581
Costaces,2119,46.6806662,11.8067763
Sporaturm,2489,47.0271008,9.815575
Ameiskopf,2553,47.0231105,11.6651402
Falscher Kaserer,3254,47.0570983,11.6568236
Fußstein,3380,47.047063,11.6494738
Grindlkopf,2049,47.0261935,11.5761363
Riepenspitze,2460,47.0562383,11.5695052
Hohe Kirche,2634,47.032814,11.6078601
Wildseespitze - Punta Lago Romito,2733,46.9928519,11.5651157
Hohe Warte,2943,47.0278732,11.6195619
Saxalmwand,2635,47.0133347,11.5660158
Kellerkopf,2648,47.0073867,11.6560452
Essenbergspitz - Monte Essa,2316,46.694004,11.3113677
Ochsenrast - Monte Piano,2137,46.7031724,11.3154232
Roßgrubenkofel,2450,47.0224418,11.5469506
Silleskogel,2418,47.0222032,11.5544888
Kreuzjöchl,2650,47.0150801,11.3617837
Allerleigrubenspitze,2131,46.9938906,11.4237119
Schnabele,2451,47.0026708,11.3177162
Schafkampspitze - Cima delle Pecore,3011,46.9859251,11.2880042
Eisenspitze,2674,46.9972513,11.3559462
Niedererberg,2196,47.0041095,11.4498904
Kleiner Tribulaun,2492,46.9946565,11.3845104
Obernberger Tribulaun,2780,46.9891101,11.3756185
Pflerscher Pinggl - Picco di Fleres,2767,46.9912647,11.3170692
Hoher Zahn - Dente Alto,2924,46.9840855,11.3079076
Schaufelspitzl,2833,47.0519481,11.2925839
Kelderer,2694,47.065317,11.2966865
Manteler,2811,47.0580951,11.2889927
Zindegg,2052,47.0852794,11.2968496
Karkofel - Monte delle Vacche,2116,46.6554908,11.3024841
Pliderling,2515,47.1028515,11.5599933
Hoher Napf,2245,47.0712164,11.5878498
Hohe Warte,2398,47.1156927,11.5885843
Naviser Reckner,2824,47.1441324,11.6237206
Überfallgründl,2302,47.1849289,11.4931209
Reißenschuh,2470,47.0940821,11.5523305
Klammspitzen,2516,47.1646942,11.6216438
Mölser Sonnenspitze,2489,47.1669563,11.6102082
Seekarspitze,2646,47.1830197,11.5823257
Lämpermahdspitze,2595,47.1115401,11.377149
Roter Kopf,2526,47.0939891,11.3585476
Ober der Mauer,2520,47.1067682,11.374258
Rote Wand,2524,47.1175793,11.3736135
Kleiner Ampferstein,2400,47.1707195,11.3154721
Almkogel,2419,47.1999845,11.6900211
Bleijägerspitze,2669,47.1274229,11.6339733
Lappin,2430,47.1283199,11.7587059
Riepenkopf,2422,47.0853626,11.6124518
Rotkopf,2006,47.1795292,11.7533922
Roßkopf,2971,47.1100024,11.7421772
Roßkopf,2382,47.2245775,11.5899755
Schönlahnerspitze,2424,47.0837345,11.6187068
Waxen,2390,47.1974256,11.6781618
Am Flach,2248,47.1371984,11.7409456
Arbiskopf,2133,47.2210092,11.8221247
Pluderling,2781,47.1401151,11.6403228
Realspitze,3039,47.1023913,11.7305075
Sandegg,2360,47.210734,11.7828514
Sattelkopf,2051,47.1676335,11.7032824
Schafskopf,2290,47.1955149,11.7867077
Grierer-Kar-Spitze,2952,47.0973769,11.7144241
Knorren,2081,47.1729417,11.8083244
Dunkle Spitze,2479,47.1337629,11.6546102
Grafennsspitze / Krovenzspitze,2619,47.2102989,11.6647869
Haratzköpfl,2170,47.213113,11.601538
Hoarbergkarspitze,2278,47.1914001,11.7908142
Hochwartspitze,2491,47.1342527,11.6664758
Madseitberg,2292,47.1387611,11.6813382
Nestspitze,2966,47.1156814,11.7577899
Pfannköpfl,2388,47.1008094,11.6511395
Richteregg,2560,47.2057707,11.5945666
Schmittenberg,2731,47.1056991,11.7057468
Signalkopf,2265,47.1954795,11.4965315
Sägenhorst,2713,47.1338352,11.6339127
Eiskarspitze,2611,47.1902495,11.6652526
Frauenwand,2541,47.0870895,11.6450071
Graue Spitze,2552,47.1931202,11.7538522
Kellenspitze,2179,47.1260507,11.6750087
Lämmerbichl,2278,47.1877554,11.7454355
Lärmstange,2686,47.0802326,11.6543606
Malgrübler,2749,47.2006465,11.5884041
Mittlere Grinbergspitze (Turm),2867,47.122493,11.7710408
Graue Wand,2594,47.1711922,11.6626823
Haneburger,2596,47.2121808,11.5847855
Hintere Grinbergspitze,2884,47.1186948,11.7663522
Höllenstein,2874,47.1138032,11.7241965
Jochgrubenkopf,2453,47.0902425,11.607847
Kalkwand,2826,47.1540396,11.6614493
Rauhegg,2456,47.0934077,11.6891109
Spitzegg,2647,47.1317987,11.7734468
Wildschrofen,2142,47.1096375,11.7874383
Hornspitze,2650,47.1031882,11.6351055
Reuterturm,2669,47.1524033,11.6577708
Wechselkopf,2139,47.1232248,11.7214377
Bärenköpfl - Monte dell'Orso,2859,46.5402707,10.5416316
Marltschneide - Dosso Marlet,2538,46.5320457,10.555135
Piz Salteras,3111,46.5815111,9.708369
Schragen,3080,46.8563503,10.7773198
Corn Suvretta,3072,46.5047,9.74931
Unknown,3193,46.5107016,9.7198877
Piz Bever,3230,46.5224,9.75918
Piz Suvretta,3144,46.51459,9.7587
Neunerspitze,2285,47.2168691,11.5028299
Popbergeggl,2350,47.1112401,11.9109517
Trenkner,2666,47.1344302,11.9393927
Schafkarspitze,2397,47.1402342,11.9133123
Seichenkopf,2165,47.1049894,11.8708689
Trenknerkirchl,2481,47.1390146,11.9364682
Burgkopf,2221,47.1758913,11.9817428
Seichenkopf,2270,47.1861412,11.9552287
Äußerer Falk,2668,47.1657304,11.9841981
Freikopf,2201,47.1918455,11.9264686
Schafkogel,2097,47.1840383,12.010402
Kehlkopf,2230,47.1760903,12.0129673
Seespitze,2362,47.1782719,11.9592883
Grubachkogel,2343,47.2819517,12.0092595
Katzenkopf,2535,47.274963,11.9863859
Manskirch,2393,47.2695203,11.9683826
Richtberg,2278,47.234736,11.9863422
Rifflerkogel,2494,47.2643854,11.9726258
Schafkopf,2454,47.2889355,11.9858637
Pfeiler,2308,47.2412187,11.9871682
Speikspitze,2324,47.2766685,11.9600073
Hüttenkopf,2462,47.2833993,11.9856003
Freimöserkopf,2005,47.2988576,12.1975208
Laubkogel,2114,47.3132517,12.2793364
Blaufeldköpfe,2073,47.33666,12.2996949
Gamskogel,2206,47.3066802,12.2321503
Grasleitkopf,2158,47.3022562,12.2641089
Schwarzkarkogel,2089,47.3300847,12.2563178
Speikkogel,2232,47.3027716,12.2413503
Zwölfernock,2434,46.6568575,11.4279661
Gamser - Cima dei Camosci,2155,46.633768,11.4102665
Fleischbank,2028,47.4790214,11.519176
Dürrkopf,2407,47.0361472,10.0362071
Unknown,2478,47.0363313,10.0405555
Roßkopf,2257,47.4551831,11.7806777
Leidbachhorn,2908,46.7214183,9.8222149
Jakobshorn,2590,46.772399,9.8493406
Gotschnagrat,2281,46.8583767,9.8463609
Büelenberg,2117,46.7994947,9.8701167
Pfaltruggen - Monte del Lago,2146,46.6706867,11.4278938
Aplespleisspitze Hauptgipfel,2655,47.1977722,10.3432285
Wildgall,3273,46.9030152,12.135375
Griesferner,3398,46.9778177,11.7217459
Streichkopf,2243,47.4594513,11.7594589
Pirchkogel,2828,47.23201,10.99895
Vallesinspitze Südgipfel,2768,47.180793,10.301886
Stanskogel,2757,47.1734305,10.3048781
Sinderkogel,2483,47.1561313,10.9592426
Schwarzberg - Monte Nero di Braies,2142,46.6990353,12.0649821
Graukogel,2834,47.2023305,12.3795772
Kühkopf,2395,47.2143188,12.3907136
Lienzinger,2944,47.1857815,12.4002539
Mahdleitenkopf,2341,47.2337605,12.3681608
Pailkopf,2518,47.2088159,12.3858919
Schafkopf,2502,47.2204995,12.3668072
Geißkopf,2750,47.1880976,12.4495239
Hochbirghöhe,2758,47.1716499,12.4655068
Hoher Herd,2819,47.1993117,12.449641
Leitachkogel,2677,47.2072783,12.4475464
Pembachkogel,2453,47.2153004,12.4467979
Spielbergkogel,2096,47.2414865,12.4675582
Stubenkogel,2531,47.2285242,12.4559679
Weißeneck,2320,47.1634228,12.4286637
Toreggenkopf,2470,47.1241596,11.8953007
Piz Murter,2836,46.6415976,10.1447993
Bockastenhöhe,2724,47.1803765,12.4583061
Elferkogel,2182,47.2401694,12.3682177
Gamskarhöhe,2337,47.2174546,12.3906298
Geißkogel,2750,47.1822063,12.4565216
Jägerköpfl,2546,47.1951383,12.3908915
Rosslahnerkopf,2855,47.1857143,12.3872078
Schafkopf,2902,47.1683028,12.4035608
Säullahnspitze,2956,47.1829404,12.4019376
Wildloseck,2309,47.2213982,12.3938611
Zettachkopf,2007,47.2380229,12.3832017
Brentling,2242,47.1946129,12.498887
Huggachköpfe,2475,47.1746318,12.4994644
Tüfels Chilchli,2460,46.8860876,9.4668226
Taminser Calanda,2390,46.8676662,9.437507
Pockkogel,2807,47.1978292,11.0425923
Schwarze Wand - Croda Nera,3105,46.8856444,12.0658531
Oberbachernspitzen Westen - Croda Fiscalina Ovest,2635,46.635748,12.3373492
Oberbachernspitzen Mittl - Croda Fiscalina di Mezzo,2675,46.637225,12.3420646
Hühnerspiel - Cima Specola,2373,46.8339656,11.4345351
Innergsell - Monte Casella di Dentro,2065,46.6845116,12.3388639
Col Forcellina,2232,46.6257714,12.2906586
Madatschkopf,2783,47.0075,10.7688906
Schönjöchl - Monte Giogobello,2017,46.8393682,11.3787476
Mittagspitz - Punta di Mezzodì,2055,46.8403528,11.3591087
Hochplattspitz - Lasta Alta,2545,46.8282618,11.3498231
Sächsmoor,2196,47.0700223,9.2325658
Salcherspitz - Cima Salceto,2109,46.8404679,11.4027766
Leuchsturm,2270,47.5615767,12.3047346
Kapuzenturm,2280,47.5615107,12.3037648
Gleirscher Roßkogel,2994,47.1571743,11.0496114
Samerschlag,2829,47.144415,11.062903
Braunkogel,2167,47.2920172,12.2663462
Ochsner,2394,46.7983859,11.407351
Steinwand,2335,46.8007207,11.4094324
Gartlspitz - Cima Corte,2586,46.8072259,11.3997979
Bock,2369,46.808012,11.3887746
Alpenspitz - Cima dell'Alpe,2479,46.7971901,11.3494821
Hochwart - Guardia Alta,2748,46.7916321,11.3183398
Geißscheibenspitz - Monte Casa,2545,46.8122492,11.3627364
Die Mute,2398,47.2005755,11.017005
Niederjöchl,2316,47.0993945,10.4214109
Zwölferköpfl,2253,47.2203888,10.960419
Feldkögele,2018,46.8725688,10.92535
Karlkögele,2788,46.8879489,10.97167
Mittagskogel,2825,46.9139748,11.01689
Mutsbichl,2361,46.8624092,10.9279375
Seiter Nitl,2653,46.8964928,10.9908198
Wartbichl,2609,46.867297,10.9407656
Schönwieskopf,2324,46.850148,11.0138204
Südliche Atterkarspitze,3244,47.0010707,11.0537412
Durrnköpfl,2859,46.9878048,11.0510106
Felderlaskogel,2946,47.0014387,11.0419356
Nördlicher Daunkogel,3075,47.0156266,11.0985184
Peillöcherspitze,3065,46.9303628,11.1460058
Vorderer Daunkopf,2879,47.0063884,11.1132063
Grasstaller Grieskogel,3168,47.1090608,11.0116801
Hintere Sonnenwand,3106,47.1237831,11.0616512
Kochler,2207,47.0831926,10.983971
Köpfle,2262,47.0807764,11.029382
Leschhorn,2724,47.1001504,11.0476241
Rötkogel,2711,47.0761479,11.0508771
Vordere Sonnenwand,3156,47.1295861,11.0614028
Westlicher Seeblaskogel,3048,47.096739,11.0628752
Aperer Turm,2986,47.0674701,11.1302595
Berglasspitze,3123,47.0806802,11.1283886
Hölltalspitze,3379,47.0266142,11.1211326
Nördliche Wildgratspitze,3320,47.0501487,11.1170274
Schrankarkogel,3327,47.0518852,11.1034808
Vorderes Hinterbergl,3131,47.0747895,11.1192907
Wannenkogel,2977,47.0200118,11.0644403
Westliche Schwarzenbergspitze,3364,47.032205,11.1160973
Östliche Schwarzenbergspitze,3379,47.0312156,11.1204723
Brand,2283,47.1256438,10.9876533
Grüne Tatzen,2952,47.0846749,11.0808759
Nederkogel,2755,47.1281087,11.0058052
Muntaluna,2422,46.9463866,9.4447643
Drachenberg,2605,46.9282503,9.4119297
Vättnerchopf,2618,46.9314153,9.4217429
Zanaihorn,2821,46.9475695,9.4053841
Sazmartinshorn,2827,46.9439347,9.3756303
Pleiskopf,2460,46.99715,10.661023
Matonkopf,2168,47.0065708,10.6383796
Nörderberg - Monte Tramontana,2387,46.606585,11.0268079
Hühnerspiel - Monte Rosso,2287,46.7867515,11.3808022
Mudatsch - Mudaccio,2582,46.7942922,11.3934037
Großhorn - Corno Grande,2630,46.7643991,10.5765011
Lyfiknott - Dosso di Livi,2852,46.5206894,10.6886151
Lyfispitze - Punta Livi,3352,46.5341461,10.6875919
Aperer Pfaff,3353,46.9719856,11.1402703
Gamsspitzl,3051,46.9788814,11.2023726
Hörndlen,2664,46.9530536,11.1186197
Sulzenaukogel,2944,46.9855191,11.1850504
Urfallspitze,2805,46.9849103,11.2124133
Pfannenkopf,2308,47.145069,10.2021073
Valschavielkopf,2696,47.0293475,10.1345443
Bärentalkopf,2186,47.2980604,12.0713377
Winnebachspitze,2987,47.0708036,11.0530098
Goldlochspitz,2110,47.0821432,9.5675293
Hochspeler,2226,47.0732727,9.5713592
Langspitz,2006,47.0794235,9.5596971
Plasteikopf,2345,47.0659585,9.5776558
Pfaffenkogel,3366,46.967393,11.1452373
Kleiner Trögler,2885,46.997378,11.163214
Beilspitze,2820,46.9934606,11.1561903
Nördlicher Fernaukogel,2920,46.9897366,11.1505061
Südlicher Fernaukogel,3098,46.9835971,11.1454477
Pfaffenknollen,2529,47.0032911,11.1746211
Fräulaskofel,2795,46.9712984,11.0970313
Hoher Söldenkogel,2975,46.9814961,11.0417268
Gamsspitze,3097,47.0320198,11.1555343
Schafnock,3112,47.0309097,11.1393901
Schafspitze,2760,47.0273346,11.1587863
Nockwand (Rautwand),3092,47.0368318,11.1747001
Oberer Daunbichl,2455,47.0324296,11.195701
Pfandlspitze,3026,47.0394228,11.181271
Scheckbühel,2462,47.0257121,11.180803
Aperer Feuerstein,2967,46.9816999,11.2379712
Hohe Wand,2968,46.969102,11.2206098
Westlicher Feuerstein - Montarso Occidentale,3245,46.9696748,11.2415027
Greitspitze,2784,47.0471043,11.2019153
Pfandlnieder,2786,47.0431182,11.1898928
Östliche Seespitze,3416,47.0494086,11.1517378
Am Horn,2647,47.0196823,11.8285087
Talggenköpfe,3179,47.013397,11.7625002
Garsellikopf,2104,47.170281,9.5646189
